Processes: 489 total, 2 running, 487 sleeping, 1985 threads 
2021/10/07 17:24:15
Load Avg: 1.21, 1.15, 1.16 
CPU usage: 5.38% user, 21.53% sys, 73.7% idle 
SharedLibs: 566M resident, 95M data, 70M linkedit.
MemRegions: 121423 total, 8138M resident, 145M private, 1312M shared.
PhysMem: 15G used (1521M wired), 151M unused.
VM: 186T vsize, 3271M framework vsize, 202398(0) swapins, 220064(0) swapouts.
Networks: packets: 14242524/14G in, 11497138/2452M out.
Disks: 7668186/157G read, 3428114/65G written.

PID    COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM   PURG  CMPRS PGRP  PPID STATE    BOOSTS       %CPU_ME %CPU_OTHRS UID FAULTS    COW    MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW       PAGEINS IDLEW  POWER INSTRS CYCLES USER                   #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
610    TextInputMenuAge 0.0  00:08.84 3     1   183    14M   0B    7136K 610   1    sleeping *0[6907]     0.00000 0.00000    501 23270     136    237420    67702     147412    601202    171989    40      16     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
609    diagnostics_agen 0.0  00:04.64 2     1   70     4449K 0B    2000K 609   1    sleeping  0[0]        0.00000 0.00000    501 22792     94     33925     8874      73778     58362     54737     270     5      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
608    cloudpaird       0.0  01:00.58 3     1   221    6994K 0B    2624K 608   1    sleeping *1[93]       0.00000 0.00000    501 50075     145    1006524   494913    400069    5178285   1623370   74      56     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
607    AirPlayUIAgent   0.0  00:01.45 3     1   148    7426K 0B    4048K 607   1    sleeping *0[2719]     0.00000 0.00000    501 10553     118    40571     8475      36670     81838     35801     5       5      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
605    askpermissiond   0.0  00:03.52 2     1   61     4978K 0B    3456K 605   1    sleeping *0[273]      0.00000 0.00000    501 32800     110    14774     1605      146071    47908     82161     133     102    0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
603    icdd             0.0  00:00.17 2     1   64     4018K 0B    3568K 603   1    sleeping *0[1]        0.00000 0.00000    501 2492      78     1461      720       3141      3247      2419      23      0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
602    imklaunchagent   0.0  00:05.69 2     1   187    4658K 0B    4176K 602   1    sleeping *0[1]        0.00000 0.00000    501 8512      97     20160     6386      34052     34653     35097     10      1      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
596    corespeechd      0.0  00:05.78 3     1   125    6050K 0B    4272K 596   1    sleeping *0[1]        0.00000 0.00000    501 51240     162    144223    84364     223040    392821    165156    147     5      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
593    fileproviderd    0.0  00:04.22 3     2   244    5490K 0B    1664K 593   1    sleeping *0[2932]     0.00000 0.00000    501 20973     138    42494     11543     121604    54830     40977     113     4      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
592    AMPDeviceDiscove 0.0  00:00.18 4     2   128    3377K 0B    2240K 592   1    sleeping *0[2]        0.00000 0.00000    501 4324      106    1756      716       4879      3483      4304      53      0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
590    com.apple.siri.e 0.0  00:00.06 2     1   32     3217K 0B    2896K 590   1    sleeping *0[72]       0.00000 0.00000    501 2943      111    571       400       2662      924       720       20      0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
588    suggestd         0.0  02:31.72 2     1   397    23M   0B    14M   588   1    sleeping *464[708]    0.00000 0.00000    501 94484     253    90565     29042     1614127   658258    467947    1687    17     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
587    CategoriesServic 0.0  00:00.71 2     1   51     5346K 0B    4400K 587   1    sleeping *0[2]        0.00000 0.00000    501 3575      82     376       281       29668     924       20194     0       17     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
586    CategoriesServic 0.0  00:00.05 2     1   35     3202K 0B    2720K 586   1    sleeping *0[19]       0.00000 0.00000    501 3563      63     446       320       2370      925       749       0       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
585    swcd             0.0  00:03.01 2     1   50     5426K 0B    3296K 585   1    sleeping *0[665]      0.00000 0.00000    501 16952     91     4411      1523      61702     5708      24618     241     21     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
584    corespotlightd   0.0  00:14.33 3     1   191    24M   0B    15M   584   1    sleeping *1[1]        0.00000 0.00000    501 96488     182    80013     29191     603501    184381    190886    4711    8      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
583    assistantd       0.0  00:04.79 2     1   296    12M   0B    7808K 583   1    sleeping *0[953]      0.00000 0.00000    501 22505     276    29297     15401     113621    64401     59687     1040    43     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
582    CategoriesServic 0.0  00:00.75 2     1   54     6306K 0B    5376K 582   1    sleeping *0[2]        0.00000 0.00000    501 5314      82     439       304       33871     1025      19132     0       23     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
581    CategoriesServic 0.0  00:00.58 2     1   51     5234K 0B    4336K 581   1    sleeping *0[2]        0.00000 0.00000    501 4198      82     447       298       29796     1061      17738     2       22     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
580    ContextService   0.0  00:02.28 2     1   69     13M   0B    12M   580   1    sleeping *0[1626]     0.00000 0.00000    501 8800      188    12273     3024      19106     15187     11205     3316    1      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
579    akd              0.0  00:17.22 3     1   126    12M   0B    8816K 579   1    sleeping *0[17435]    0.00000 0.00000    501 43766     126    158781    42819     368778    227853    158155    110     37     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
577    ctkd             0.0  00:00.04 3     2   21     2481K 0B    2224K 577   1    sleeping *0[5]        0.00000 0.00000    259 502       60     74        29        509       166       304       0       0      0.0   0      0      _ctkd                  N/A    N/A   N/A   N/A   N/A   N/A  
576    IMDPersistenceAg 0.0  00:23.52 3     2   95     11M   0B    11M   576   1    sleeping *0[764]      0.00000 0.00000    501 17954     163    16533     6817      421253    148324    87212     94      3      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
575    ctkd             0.0  00:00.36 2     1   114    3826K 0B    3440K 575   1    sleeping *0[102]      0.00000 0.00000    501 4085      81     9852      3805      7014      9436      2627      16      1      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
574    imagent          0.0  00:02.97 2     1   149    8242K 0B    7760K 574   1    sleeping *0[1]        0.00000 0.00000    501 8232      179    19464     9353      71804     67115     29642     271     4      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
573    homed            0.0  00:04.18 3     1   152    12M   0B    7760K 573   1    sleeping *0[862]      0.00000 0.00000    501 18450     206    19547     8268      94028     40912     44036     1352    5      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
572    ContactsAccounts 0.0  00:30.71 2     1   81     6322K 0B    5872K 572   1    sleeping *0[12473]    0.00000 0.00000    501 20152     99     232676    86500     672366    487265    246598    17      3      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
571    AppSSOAgent      0.0  00:01.55 3     1   196    10M   0B    6480K 571   1    sleeping *0[2717]     0.00000 0.00000    501 15582     121    40648     8246      36201     80110     32356     25      5      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
570    TrustedPeersHelp 0.0  00:05.35 2     1   41     7810K 0B    4800K 570   1    sleeping *0[730]      0.00000 0.00000    501 6320      118    10495     3651      57748     31151     12614     144     0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
569    photolibraryd    0.0  01:01.61 2     1   213    26M   0B    25M   569   1    sleeping *1[36]       0.00000 0.00000    501 97624     244    35629     17235     1040998   958862    149055    2388    3      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
568    wifivelocityd    0.0  00:05.58 2     1   81     4066K 0B    1984K 568   1    sleeping *0[777]      0.00000 0.00000    0   10143     88     121022    61387     97789     190393    48690     44      1      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
566    cloudd           0.0  07:13.75 14    3   363    33M   320K  16M   566   1    sleeping *9199[2]     0.00000 0.00000    501 203600    2947   1222273   315378    9778611   2807648   2373993   412     125    0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
565    sharingd         0.0  05:27.58 5     1   363    44M   0B    35M   565   1    sleeping *0[1]        0.00000 0.00000    501 160816    296    3776881   1377343   5030371   11011880  3641437   851     159    0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
564    CloudKeychainPro 0.0  00:00.69 2     1   46     4017K 0B    3696K 564   1    sleeping *0[12]       0.00000 0.00000    501 5737      71     4410      2328      15968     8081      6291      12      0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
563    Keychain Circle  0.0  00:01.62 3     1   138    6018K 0B    3056K 563   1    sleeping *0[1]        0.00000 0.00000    501 9815      129    24903     4211      39744     77723     41135     11      5      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
562    ProtectedCloudKe 0.0  00:00.26 2     1   57     3617K 0B    3264K 562   1    sleeping *0[280]      0.00000 0.00000    501 4723      81     3401      1467      11102     8520      4095      61      1      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
561    cdpd             0.0  00:00.42 2     1   49     3281K 0B    2976K 561   1    sleeping *0[284]      0.00000 0.00000    501 4318      75     3488      1063      7970      8535      4767      15      0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
560    WiFiVelocityAgen 0.0  00:00.36 2     1   38     2833K 0B    2528K 560   1    sleeping *0[332]      0.00000 0.00000    501 2023      60     2268      977       12999     3460      3935      7       0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
558    identityservices 0.0  00:19.33 6     1   323    11M   0B    5712K 558   1    sleeping *0[1]        0.00000 0.00000    501 18993     197    182235    47175     510383    378706    184207    562     17     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
556    itunescloudd     0.0  00:08.85 3     1   131    14M   0B    11M   556   1    sleeping *4[1]        0.00000 0.00000    501 27639     196    30256     14565     184885    70186     78788     293     29     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
555    WirelessRadioMan 0.0  00:11.16 2     1   53     3106K 0B    1264K 555   1    sleeping *0[1]        0.00000 0.00000    0   10369     83     154044    79885     482495    254097    163730    68      2      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
554    callservicesd    0.0  00:08.54 3     1   259    10M   0B    5728K 554   1    sleeping *0[1073]     0.00000 0.00000    501 54964     226    67916     45279     251824    271208    161907    510     19     0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
553    tccd             0.0  00:16.18 2     1   69     5906K 64K   2576K 553   1    sleeping *0[8502]     0.00000 0.00000    501 22533     76     111685    44458     823801    195546    79454     0       5      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
551    backupd          0.0  00:00.69 2     1   47     2705K 0B    2336K 551   1    sleeping *0[1]        0.00000 0.00000    0   6168      90     2801      1603      31792     4657      7112      308     1      0.0   0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
550    CallHistoryPlugi 0.0  00:00.22 2     1   58     4674K 0B    4240K 550   1    sleeping *0[42]       0.00000 0.00000    501 4354      80     759       704       6524      2292      1733      13      0      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
549    CalNCService     0.0  00:13.57 3     2   129    14M   0B    13M   549   1    sleeping *0[1950]     0.00000 0.00000    501 16955     160    43603     19930     279314    156541    66989     152     1      0.0   0      0      macpardis              N/A    N/A   N/A   N/A   N/A   N/A  
